readcode,readterm,medcode,disease_new,disease_name_new,disease_number_new
M12y500,Contact dermatitis due to infra-red rays,45822,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128600,"Allergic contact dermatitis due to plants, except food",41618,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M120.00,Contact dermatitis due to detergents,13386,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123800,Contact dermatitis due to scabicides,9245,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z000,Dermatitis NOS,488,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M122.00,Contact dermatitis due to solvents,23029,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M129300,Irritant contact dermatitis due to food in contact with skin,62943,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M183100,Neurodermatitis circumscripta,4175,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M11z.00,Atopic dermatitis NOS,6180,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128300,Allergic contact dermatitis due to dyes,38383,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M252.00,Dyshidrosis,24335,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M182.00,Prurigo,1075,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M182z00,Prurigo NOS,20024,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126200,Contact dermatitis due to poison-oak,73335,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124z00,Contact dermatitis: other chemicals NOS,13403,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128500,Allergic contact dermatitis due to food in contact with skin,30664,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M11..00,Atopic dermatitis and related conditions,13223,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124200,Contact dermatitis due to alkalis,62083,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M131.00,Ingestion dermatitis due to food,13389,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123400,Contact dermatitis due to mercurials,23030,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M252z00,Dyshidrosis NOS,62514,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M252300,Podopompholyx,25178,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12..11,Contact dermatitis,1427,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z111,Discoid eczema,1095,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
H330.00,Extrinsic (atopic) asthma,7146,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M1...11,Dermatitis/dermatoses,6396,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124300,Contact dermatitis due to caustics,48960,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12yD00,Contact dermatitis due to casting materials,103158,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M122z00,Contact dermatitis due to solvent NOS,13369,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12..00,Contact dermatitis and other eczemas,6399,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123200,Contact dermatitis due to iodine,13366,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M182200,Prurigo mitis,59770,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124600,Contact dermatitis due to nylon,40607,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M1B..11,Juvenile plantar dermatitis,20665,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M119.00,Discoid eczema,4684,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M117.00,Neurodermatitis - atopic,10840,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y012,Perfume contact dermatitis,13378,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M111.00,Atopic dermatitis/eczema,1741,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126500,Contact dermatitis due to primrose,3041,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126600,Contact dermatitis due to ragweed,96464,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M252100,Pompholyx unspecified,1578,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y.00,Contact dermatitis due to other specified agents,33446,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125z00,Contact dermatitis due to food NOS,64542,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125z11,Egg contact dermatitis,35797,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126100,Contact dermatitis due to poison-ivy,39256,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128000,Allergic contact dermatitis due to adhesives,11132,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125500,Contact dermatitis due to milk,43732,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y300,Contact dermatitis due to furs,13374,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125300,Contact dermatitis due to fruit,55093,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12yA00,Contact dermatitis due to radiation NOS,29498,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M114.00,Allergic (intrinsic) eczema,5869,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12yB00,Contact dermatitis due to ultra-violet rays (excluding sun),73126,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M129200,Irritant contact dermatitis due to other chemical products,31882,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125100,Contact dermatitis due to fish,96847,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M129000,Irritant contact dermatitis due to cosmetics,50306,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2C00,[X]Other specified dermatitis,47312,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2100,[X]Allergic contact dermatitis due to oth chemical products,43313,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123600,Contact dermatitis due to pediculocides,50719,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M130.00,Ingestion dermatitis due to drugs,2527,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M102.00,Infectious eczematoid dermatitis,6728,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M121.11,Grease contact dermatitis,5022,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128.00,Allergic contact dermatitis,334,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M2y4811,Juvenile plantar dermatitis,17397,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M122000,Contact dermatitis due to chlorocompound,72637,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M07y.11,Pustular eczema,15372,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M130100,Localized skin eruption due to drugs and medicaments,22040,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M183z00,Lichenification NOS,35602,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M122100,Contact dermatitis due to cyclohexane,64637,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M07z.14,Infected dermatitis,986,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M112.00,Infantile eczema,610,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M129400,"Irritant contact dermatitis due to plants, except food",43888,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M183.00,Lichenification and lichen simplex chronicus,4727,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2A00,[X]Other prurigo,69754,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
3355.00,Skin:type 1 immediate reaction,619,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F4D3111,Allergic dermatitis - eyelid,16685,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124500,Contact dermatitis due to insecticide,106529,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M129100,Irritant contact dermatitis due drugs in contact with skin,66631,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123000,Contact dermatitis due to arnica,63353,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126.00,Contact dermatitis due to plants,3698,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2400,[X]Irritant contact dermatitis due to oth chemical products,73201,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126z00,Contact dermatitis due to plants NOS,38455,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123100,Contact dermatitis due to fungicides,13399,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M182000,Prurigo aestivalis,54333,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M173.00,Lichen simplex,21135,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M121.12,Oil contact dermatitis,23031,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M130000,Generalized skin eruption due to drugs and medicaments,19289,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M113.00,Flexural eczema,1240,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y400,Contact dermatitis due to hot weather,13391,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
2BBQ.00,O/E - left eye background diabetic retinopathy,11129,Diabetic ophthalmic complications,diab_eye,92
F420000,Background diabetic retinopathy,7069,Diabetic ophthalmic complications,diab_eye,92
C10E711,Type I diabetes mellitus with retinopathy,95343,Diabetic ophthalmic complications,diab_eye,92
C10F611,Type II diabetes mellitus with retinopathy,49655,Diabetic ophthalmic complications,diab_eye,92
C10EP00,Type 1 diabetes mellitus with exudative maculopathy,22871,Diabetic ophthalmic complications,diab_eye,92
2BBL.00,O/E - diabetic maculopathy present both eyes,9835,Diabetic ophthalmic complications,diab_eye,92
2BBX.00,O/E - left eye diabetic maculopathy,13108,Diabetic ophthalmic complications,diab_eye,92
C10F111,Type II diabetes mellitus with ophthalmic complications,100964,Diabetic ophthalmic complications,diab_eye,92
2BBo.00,O/E - sight threatening diabetic retinopathy,52630,Diabetic ophthalmic complications,diab_eye,92
2BBW.00,O/E - right eye diabetic maculopathy,13102,Diabetic ophthalmic complications,diab_eye,92
F420.00,Diabetic retinopathy,1323,Diabetic ophthalmic complications,diab_eye,92
C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,25591,Diabetic ophthalmic complications,diab_eye,92
C10F100,Type 2 diabetes mellitus with ophthalmic complications,47321,Diabetic ophthalmic complications,diab_eye,92
C10F600,Type 2 diabetes mellitus with retinopathy,18496,Diabetic ophthalmic complications,diab_eye,92
2BBP.00,O/E - right eye background diabetic retinopathy,11433,Diabetic ophthalmic complications,diab_eye,92
2BBT.00,O/E - right eye proliferative diabetic retinopathy,13097,Diabetic ophthalmic complications,diab_eye,92
C108712,Type 1 diabetes mellitus with retinopathy,41049,Diabetic ophthalmic complications,diab_eye,92
C108F11,Type I diabetes mellitus with diabetic cataract,17545,Diabetic ophthalmic complications,diab_eye,92
2BBr.00,Impaired vision due to diabetic retinopathy,101881,Diabetic ophthalmic complications,diab_eye,92
F464000,Diabetic cataract,10659,Diabetic ophthalmic complications,diab_eye,92
C10EF12,Insulin dependent diabetes mellitus with diabetic cataract,100770,Diabetic ophthalmic complications,diab_eye,92
C109E11,Type II diabetes mellitus with diabetic cataract,48192,Diabetic ophthalmic complications,diab_eye,92
2BBV.00,O/E - left eye proliferative diabetic retinopathy,13101,Diabetic ophthalmic complications,diab_eye,92
C105.00,Diabetes mellitus with ophthalmic manifestation,33254,Diabetic ophthalmic complications,diab_eye,92
C109612,Type 2 diabetes mellitus with retinopathy,42762,Diabetic ophthalmic complications,diab_eye,92
C105z00,Diabetes mellitus NOS with ophthalmic manifestation,34283,Diabetic ophthalmic complications,diab_eye,92
C108F12,Type 1 diabetes mellitus with diabetic cataract,110400,Diabetic ophthalmic complications,diab_eye,92
C109112,Type 2 diabetes mellitus with ophthalmic complications,70316,Diabetic ophthalmic complications,diab_eye,92
7276.00,Pan retinal photocoagulation for diabetes,11599,Diabetic ophthalmic complications,diab_eye,92
F420700,High risk proliferative diabetic retinopathy,30477,Diabetic ophthalmic complications,diab_eye,92
C109600,Non-insulin-dependent diabetes mellitus with retinopathy,17262,Diabetic ophthalmic complications,diab_eye,92
C10FE11,Type II diabetes mellitus with diabetic cataract,93727,Diabetic ophthalmic complications,diab_eye,92
C10E700,Type 1 diabetes mellitus with retinopathy,18387,Diabetic ophthalmic complications,diab_eye,92
C10EP11,Type I diabetes mellitus with exudative maculopathy,97894,Diabetic ophthalmic complications,diab_eye,92
C10E112,Insulin-dependent diabetes mellitus with ophthalmic comps,98071,Diabetic ophthalmic complications,diab_eye,92
C105y00,Other specified diabetes mellitus with ophthalmic complicatn,47377,Diabetic ophthalmic complications,diab_eye,92
F420500,Advanced diabetic retinal disease,47584,Diabetic ophthalmic complications,diab_eye,92
C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,69278,Diabetic ophthalmic complications,diab_eye,92
F420300,Advanced diabetic maculopathy,10099,Diabetic ophthalmic complications,diab_eye,92
C109E12,Type 2 diabetes mellitus with diabetic cataract,44779,Diabetic ophthalmic complications,diab_eye,92
C108711,Type I diabetes mellitus with retinopathy,38161,Diabetic ophthalmic complications,diab_eye,92
F420100,Proliferative diabetic retinopathy,3286,Diabetic ophthalmic complications,diab_eye,92
F420800,High risk non proliferative diabetic retinopathy,65463,Diabetic ophthalmic complications,diab_eye,92
