icd10code,icd10codedescr,disease_new,disease_name_new,disease_number_new
M01.4,Rubella arthritis,Viral diseases (excl chronic hepatitis/HIV),viral,178
M01.5,Arthritis in other viral diseases classified elsewhere,Viral diseases (excl chronic hepatitis/HIV),viral,178
B20.3,HIV disease resulting in other viral infections,Viral diseases (excl chronic hepatitis/HIV),viral,178
A89,Unspecified viral infection of central nervous system,Viral diseases (excl chronic hepatitis/HIV),viral,178
A86,Unspecified viral encephalitis,Viral diseases (excl chronic hepatitis/HIV),viral,178
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,Viral diseases (excl chronic hepatitis/HIV),viral,178
J09,Influenza due to identified avian influenza virus,Viral diseases (excl chronic hepatitis/HIV),viral,178
B97,Viral agents as the cause of diseases classified to other chapters,Viral diseases (excl chronic hepatitis/HIV),viral,178
B02,Zoster [herpes zoster],Viral diseases (excl chronic hepatitis/HIV),viral,178
A95,Yellow fever,Viral diseases (excl chronic hepatitis/HIV),viral,178
J21.1,Acute bronchiolitis due to human metapneumovirus,Viral diseases (excl chronic hepatitis/HIV),viral,178
A08.3,Other viral enteritis,Viral diseases (excl chronic hepatitis/HIV),viral,178
P23.0,Congenital pneumonia due to viral agent,Viral diseases (excl chronic hepatitis/HIV),viral,178
L80,Vitiligo,Vitiligo,vitiligo,239
K56.2,Volvulus,Volvulus,volvulus,81
I47.2,Ventricular tachycardia,Ventricular tachycardia,vt,51
I82.3,Embolism and thrombosis of renal vein,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I82.0,Budd-Chiari syndrome,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I80.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I80.1,Phlebitis and thrombophlebitis of femoral vein,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I67.6,Nonpyogenic thrombosis of intracranial venous system,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I82.2,Embolism and thrombosis of vena cava,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
I81,Portal vein thrombosis,Venous thromboembolic disease (Excl PE),vte_ex_pe,50
